variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_2262	2.01E-01	4.51E-03	9.79E-01	1.68E-03	6.24E-02	1.14E-03	
group_2248	2.01E-01	4.51E-03	8.98E-01	-8.71E-03	6.83E-02	5.40E-03	
potH	2.01E-01	4.51E-03	9.39E-01	-4.76E-04	6.20E-03	3.25E-03	
recG	2.01E-01	4.51E-03	7.62E-01	-1.37E-02	4.53E-02	1.28E-02	
group_1863	2.01E-01	4.51E-03	9.60E-01	-2.03E-04	4.06E-03	2.12E-03	
group_1819	2.01E-01	1.50E-02	9.17E-01	5.63E-04	5.37E-03	4.43E-03	
degA_2~~~degA_1~~~purR_2~~~purR_4~~~degA	2.01E-01	1.50E-02	9.11E-01	6.04E-04	5.38E-03	4.76E-03	
prfB	2.01E-01	1.50E-02	6.89E-01	-2.54E-02	6.34E-02	1.70E-02	
group_1799	2.01E-01	4.51E-03	7.65E-01	-2.51E-02	8.37E-02	1.27E-02	
group_1763	2.01E-01	4.51E-03	9.36E-01	-4.96E-04	6.20E-03	3.39E-03	
group_1758	2.01E-01	1.50E-02	8.69E-02	1.41E-01	8.21E-02	7.23E-02	
group_1710	2.01E-01	1.50E-02	9.37E-01	-4.17E-03	5.26E-02	3.35E-03	
group_1698	2.01E-01	4.51E-03	8.80E-01	-1.27E-02	8.39E-02	6.41E-03	
gap~~~gapA1	2.01E-01	4.51E-03	9.98E-01	-1.07E-05	4.06E-03	1.11E-04	
htrA	2.01E-01	4.51E-03	8.46E-01	-1.64E-02	8.47E-02	8.21E-03	
cbiO	2.01E-01	4.51E-03	8.81E-01	-1.44E-02	9.59E-02	6.34E-03	
gyrB_2~~~gyrB_1~~~gyrB_3	2.01E-01	4.51E-03	9.42E-01	-5.46E-03	7.52E-02	3.07E-03	
group_1544	2.01E-01	1.50E-02	6.36E-01	-3.30E-02	6.98E-02	2.00E-02	
aspS1	2.01E-01	1.50E-02	9.63E-01	3.03E-03	6.50E-02	1.97E-03	
gghA~~~lacG~~~bglA_2	2.01E-01	4.51E-03	9.67E-01	2.96E-03	7.11E-02	1.76E-03	
group_1521	2.01E-01	1.50E-02	9.21E-01	6.13E-04	6.17E-03	4.20E-03	
group_1491	2.01E-01	4.51E-03	9.28E-01	-5.59E-04	6.19E-03	3.82E-03	
group_1477	2.01E-01	4.51E-03	9.89E-01	-8.29E-04	6.16E-02	5.70E-04	
group_1314	2.01E-01	1.50E-02	7.63E-02	1.49E-01	8.38E-02	7.49E-02	
ypdF	2.01E-01	4.51E-03	9.92E-01	-6.20E-05	6.20E-03	4.23E-04	
murJ_2~~~mdtK_3	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
cbiM	2.01E-01	4.51E-03	9.99E-01	4.97E-06	5.36E-03	3.93E-05	
msmX_2~~~msmX~~~msmX_1	2.01E-01	4.51E-03	8.38E-01	-1.91E-02	9.35E-02	8.64E-03	
mccF	2.01E-01	1.50E-02	4.56E-02	1.87E-01	9.34E-02	8.44E-02	
group_1224	2.01E-01	1.50E-02	4.56E-02	1.87E-01	9.34E-02	8.44E-02	
dtd	2.01E-01	4.51E-03	9.84E-01	1.98E-03	9.81E-02	8.53E-04	
group_1204	2.01E-01	4.32E-02	9.83E-01	1.16E-04	5.37E-03	9.17E-04	
group_1196	2.01E-01	4.51E-03	9.92E-01	-5.86E-05	6.20E-03	4.00E-04	
group_1150	2.01E-01	4.51E-03	9.98E-01	1.22E-05	6.19E-03	8.34E-05	
group_1147	2.01E-01	4.51E-03	9.26E-01	-5.59E-03	5.99E-02	3.95E-03	
group_1133	2.01E-01	4.51E-03	9.86E-01	1.68E-03	9.50E-02	7.48E-04	
rhaR_1~~~rhaR_3~~~rhaR_2	2.01E-01	1.50E-02	2.78E-01	7.58E-02	6.98E-02	4.59E-02	
group_1117	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
hisK_1~~~hisK_2	2.01E-01	4.51E-03	9.68E-01	-2.77E-03	6.84E-02	1.71E-03	
rbr3A~~~rbr3B	2.01E-01	4.51E-03	1.00E+00	-2.55E-06	5.37E-03	2.01E-05	
nanK	2.01E-01	4.51E-03	9.95E-01	-3.42E-05	5.38E-03	2.69E-04	
hypA	2.01E-01	4.32E-02	4.41E-02	1.71E-01	8.46E-02	8.50E-02	
group_1007	2.01E-01	1.50E-02	4.56E-02	1.87E-01	9.34E-02	8.44E-02	
rsxB_5	2.01E-01	4.51E-03	9.92E-01	6.02E-04	5.77E-02	4.41E-04	
pyrD~~~pyrD_2	2.01E-01	4.51E-03	9.54E-01	-2.83E-03	4.86E-02	2.46E-03	
rpsB_1~~~rpsB	2.01E-01	1.50E-02	9.92E-01	-4.84E-04	4.79E-02	4.28E-04	
group_943	2.01E-01	4.51E-03	9.74E-01	-1.89E-03	5.73E-02	1.39E-03	
ackA_1~~~ackA_2	2.01E-01	4.51E-03	5.69E-01	-4.78E-02	8.39E-02	2.41E-02	
glnA_2~~~glnA_1~~~htpG_2	2.01E-01	4.51E-03	9.97E-01	-1.85E-05	5.38E-03	1.45E-04	
group_912	2.01E-01	1.50E-02	9.37E-01	-4.17E-03	5.26E-02	3.35E-03	
group_904	2.01E-01	4.51E-03	1.00E+00	-1.03E-05	5.61E-02	7.79E-06	
group_902	2.01E-01	4.51E-03	9.40E-01	-6.80E-03	9.05E-02	3.18E-03	
group_882	2.01E-01	4.51E-03	9.60E-01	-6.35E-03	1.26E-01	2.13E-03	
group_877	2.01E-01	1.50E-02	1.54E-01	9.14E-02	6.40E-02	6.03E-02	
dpaB_2~~~dpaB	2.01E-01	4.51E-03	8.15E-01	-2.37E-02	1.01E-01	9.88E-03	
gcdB_2~~~gcdB_1~~~oadB~~~gcdB	2.01E-01	1.50E-02	1.45E-01	7.26E-02	4.98E-02	6.15E-02	
group_862	2.01E-01	1.50E-02	9.10E-01	-8.78E-03	7.75E-02	4.79E-03	
group_851	2.01E-01	4.51E-03	3.12E-01	-7.66E-02	7.57E-02	4.28E-02	
pgk~~~pgk_2	2.01E-01	4.51E-03	9.52E-01	-3.21E-04	5.36E-03	2.54E-03	
argH_1~~~purB	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
group_802	2.01E-01	1.50E-02	9.71E-01	-2.94E-03	8.14E-02	1.53E-03	
group_790	2.01E-01	4.51E-03	1.00E+00	3.78E-06	6.19E-03	2.58E-05	
group_773	2.01E-01	1.50E-02	7.00E-01	-2.32E-02	6.01E-02	1.63E-02	
group_772	2.01E-01	1.50E-02	6.87E-01	-2.56E-02	6.33E-02	1.71E-02	
group_761	2.01E-01	4.51E-03	9.92E-01	6.02E-04	5.77E-02	4.41E-04	
group_728	2.01E-01	4.51E-03	7.10E-01	-1.84E-02	4.95E-02	1.57E-02	
hisS	2.01E-01	1.50E-02	6.09E-01	-3.76E-02	7.35E-02	2.16E-02	
moaA	2.01E-01	1.50E-02	7.75E-01	-1.68E-02	5.87E-02	1.21E-02	
group_655	2.01E-01	4.51E-03	9.99E-01	7.32E-06	6.20E-03	4.99E-05	
xanQ	2.01E-01	4.51E-03	5.80E-01	-3.85E-02	6.95E-02	2.34E-02	
psuG	2.01E-01	1.50E-02	9.82E-01	-1.66E-03	7.24E-02	9.71E-04	
deoC	2.01E-01	4.51E-03	9.97E-01	-1.81E-05	5.37E-03	1.42E-04	
murA~~~murAA~~~murAB_2~~~murA1	2.01E-01	4.51E-03	8.90E-01	-1.47E-02	1.06E-01	5.86E-03	
dnaA~~~dnaA_1	2.01E-01	1.50E-02	7.62E-01	2.49E-02	8.22E-02	1.28E-02	
htrB	2.01E-01	4.51E-03	9.87E-01	1.86E-03	1.14E-01	6.90E-04	
tnaA1~~~tnaA~~~tpl	2.01E-01	4.32E-02	9.65E-01	-2.71E-03	6.25E-02	1.83E-03	
alsT_1~~~alsT	2.01E-01	4.51E-03	8.89E-01	-1.23E-02	8.81E-02	5.91E-03	
group_533	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
yxdL~~~bceA	2.01E-01	1.50E-02	9.52E-01	4.32E-03	7.23E-02	2.53E-03	
ygeW_2~~~ygeW	2.01E-01	1.50E-02	6.27E-01	-3.54E-02	7.30E-02	2.05E-02	
dan	2.01E-01	4.51E-03	9.70E-01	-2.05E-04	5.37E-03	1.62E-03	
group_466	2.01E-01	4.51E-03	7.94E-01	-2.05E-02	7.83E-02	1.11E-02	
der_3~~~feoB_2~~~feoB	2.01E-01	4.51E-03	9.03E-01	-7.00E-03	5.75E-02	5.15E-03	
COQ5_4~~~COQ5_2	2.01E-01	1.50E-02	6.36E-01	-3.30E-02	6.98E-02	2.00E-02	
ugtP	2.01E-01	4.51E-03	9.83E-01	1.31E-03	6.30E-02	8.79E-04	
group_413	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
infC	2.01E-01	4.32E-02	1.42E-01	1.01E-01	6.85E-02	6.20E-02	
dpaA	2.01E-01	4.51E-03	8.15E-01	-2.37E-02	1.01E-01	9.88E-03	
group_359	2.01E-01	4.51E-03	9.92E-01	6.02E-04	5.77E-02	4.41E-04	
group_337	2.01E-01	1.50E-02	8.92E-01	8.40E-04	6.19E-03	5.74E-03	
lptB_4~~~lptB_1	2.01E-01	4.32E-02	9.54E-01	-3.59E-04	6.19E-03	2.45E-03	
group_326	2.01E-01	1.50E-02	4.56E-02	1.87E-01	9.34E-02	8.44E-02	
aptB_2~~~aptB_1	2.01E-01	4.51E-03	3.41E-01	-7.13E-02	7.48E-02	4.03E-02	
group_247	2.01E-01	1.50E-02	9.43E-01	-4.46E-04	6.20E-03	3.04E-03	
mntP	2.01E-01	4.51E-03	8.66E-01	-1.25E-02	7.44E-02	7.12E-03	
cbh	2.01E-01	4.51E-03	9.84E-01	-1.59E-03	8.16E-02	8.23E-04	
tpiA_3~~~tpiA_2	2.01E-01	4.51E-03	5.61E-01	-3.09E-02	5.31E-02	2.46E-02	
group_175	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
mglB	2.01E-01	1.50E-02	7.29E-02	1.43E-01	7.98E-02	7.58E-02	
argD	2.01E-01	4.51E-03	9.05E-01	-6.09E-03	5.11E-02	5.04E-03	
mdlB~~~yheI	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
group_127	2.01E-01	4.51E-03	9.97E-01	-1.85E-05	5.38E-03	1.45E-04	
fdxA	2.00E-01	3.99E-03	8.47E-01	-2.29E-02	1.19E-01	8.15E-03	
group_3910	2.00E-01	3.99E-03	9.85E-01	1.01E-03	5.39E-02	7.89E-04	
group_3810	2.00E-01	3.99E-03	9.42E-01	-5.88E-03	8.14E-02	3.05E-03	
group_3479	2.00E-01	1.36E-02	9.09E-01	-7.05E-04	6.19E-03	4.82E-03	
ridA	2.00E-01	1.36E-02	7.84E-01	-1.35E-02	4.91E-02	1.16E-02	
group_3224	2.00E-01	1.36E-02	2.30E-02	2.20E-01	9.66E-02	9.60E-02	
group_3053	2.00E-01	3.99E-03	9.88E-01	9.23E-04	6.26E-02	6.24E-04	
group_3001	2.00E-01	3.99E-03	9.49E-01	-3.96E-04	6.19E-03	2.71E-03	
hpf	2.00E-01	3.99E-03	7.86E-01	-1.94E-02	7.16E-02	1.15E-02	
group_2716	2.00E-01	1.36E-02	3.14E-01	5.68E-02	5.64E-02	4.26E-02	
yfiC	2.00E-01	3.99E-03	8.47E-01	-2.29E-02	1.19E-01	8.15E-03	
rsmA	2.00E-01	3.99E-03	9.33E-01	-5.24E-04	6.19E-03	3.58E-03	
nnr	2.00E-01	1.36E-02	8.35E-01	-9.68E-03	4.65E-02	8.81E-03	
tpiA_2~~~tpiA_1	2.00E-01	3.99E-03	9.70E-01	2.89E-03	7.68E-02	1.59E-03	
group_2230	2.00E-01	3.99E-03	1.00E+00	3.40E-06	6.18E-03	2.33E-05	
argC	2.00E-01	3.99E-03	8.52E-01	-1.05E-02	5.62E-02	7.88E-03	
group_2136	2.00E-01	3.99E-03	9.98E-01	-1.52E-05	5.37E-03	1.19E-04	
ecfT_3	2.00E-01	3.99E-03	9.86E-01	-1.72E-03	9.78E-02	7.44E-04	
xynA1~~~xynA1_2	2.00E-01	1.36E-02	9.17E-01	-5.55E-03	5.30E-02	4.43E-03	
group_1778	2.00E-01	1.36E-02	6.98E-01	-2.22E-02	5.72E-02	1.64E-02	
sleL~~~sleL_2~~~sleL_1	2.00E-01	3.99E-03	9.52E-01	-3.23E-04	5.36E-03	2.55E-03	
group_1664	2.00E-01	3.99E-03	9.89E-01	1.69E-03	1.18E-01	6.04E-04	
hisK_1	2.00E-01	3.99E-03	6.25E-01	-2.57E-02	5.26E-02	2.07E-02	
adh	2.00E-01	3.99E-03	9.98E-01	1.34E-05	6.17E-03	9.21E-05	
group_1532	2.00E-01	3.99E-03	9.46E-01	-3.61E-04	5.38E-03	2.84E-03	
prsW_2~~~prsW	2.00E-01	9.94E-02	9.46E-01	4.16E-04	6.19E-03	2.84E-03	
argF	2.00E-01	3.99E-03	9.99E-01	-6.65E-05	7.23E-02	3.89E-05	
group_1455	2.00E-01	3.99E-03	8.47E-01	-2.29E-02	1.19E-01	8.15E-03	
group_1446	2.00E-01	1.36E-02	1.07E-01	8.22E-02	5.08E-02	6.82E-02	
btuD_1~~~btuD_2~~~metN2	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
group_1346	2.00E-01	3.96E-02	9.83E-01	-1.13E-04	5.36E-03	8.95E-04	
addB	2.00E-01	3.99E-03	9.54E-01	-6.61E-03	1.14E-01	2.45E-03	
group_1316	2.00E-01	1.36E-02	2.30E-02	2.20E-01	9.66E-02	9.60E-02	
group_1313	2.00E-01	3.96E-02	9.70E-01	-1.99E-04	5.36E-03	1.57E-03	
group_1288	2.00E-01	1.36E-02	2.09E-01	6.83E-02	5.43E-02	5.31E-02	
hrb~~~norV	2.00E-01	3.99E-03	8.30E-01	-1.58E-02	7.37E-02	9.08E-03	
gpr_2~~~gpr	2.00E-01	1.36E-02	9.93E-01	4.67E-04	5.01E-02	3.94E-04	
cysK1~~~cysK	2.00E-01	1.36E-02	9.68E-01	-4.18E-03	1.03E-01	1.72E-03	
rlmCD	2.00E-01	1.36E-02	9.98E-01	1.72E-05	6.19E-03	1.18E-04	
group_1221	2.00E-01	3.99E-03	9.91E-01	9.47E-04	8.87E-02	4.51E-04	
ssnA	2.00E-01	1.36E-02	9.98E-01	1.60E-05	5.35E-03	1.26E-04	
group_1206	2.00E-01	3.99E-03	8.99E-01	-7.32E-03	5.76E-02	5.37E-03	
group_1156	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
blaI_2	2.00E-01	3.99E-03	9.83E-01	9.80E-04	4.60E-02	9.02E-04	
group_1146	2.00E-01	3.96E-02	9.54E-01	-3.56E-04	6.17E-03	2.44E-03	
group_1104	2.00E-01	3.99E-03	9.33E-01	-5.24E-04	6.19E-03	3.58E-03	
agaA_1	2.00E-01	1.36E-02	5.54E-02	1.75E-01	9.11E-02	8.09E-02	
group_1071	2.00E-01	3.99E-03	9.80E-01	-1.52E-04	6.19E-03	1.04E-03	
gabR	2.00E-01	3.99E-03	9.65E-01	-2.55E-03	5.80E-02	1.86E-03	
group_1023	2.00E-01	1.36E-02	5.33E-01	-4.05E-02	6.48E-02	2.64E-02	
btuD_4~~~btuD_3	2.00E-01	1.36E-02	2.34E-02	1.61E-01	7.09E-02	9.57E-02	
fusA_2~~~fusA~~~fusA_1	2.00E-01	3.99E-03	7.45E-01	-2.49E-02	7.66E-02	1.38E-02	
group_961	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
group_945	2.00E-01	3.99E-03	9.99E-01	-8.05E-06	5.37E-03	6.33E-05	
pta	2.00E-01	3.99E-03	4.10E-01	-5.35E-02	6.48E-02	3.49E-02	
group_901	2.00E-01	1.36E-02	2.74E-01	-1.07E-01	9.78E-02	4.62E-02	
group_884	2.00E-01	3.96E-02	9.86E-01	-9.66E-05	5.37E-03	7.62E-04	
pyrG	2.00E-01	3.99E-03	9.90E-01	-8.09E-04	6.67E-02	5.13E-04	
pyrK~~~pyrK_2	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
group_860	2.00E-01	3.99E-03	9.84E-01	1.24E-03	6.12E-02	8.54E-04	
cbiKp~~~cbiK	2.00E-01	3.96E-02	9.98E-01	1.52E-05	5.36E-03	1.20E-04	
group_809	2.00E-01	3.99E-03	9.98E-01	1.34E-05	6.17E-03	9.21E-05	
btuD_6~~~msbA~~~irtB	2.00E-01	3.99E-03	9.06E-01	-7.33E-04	6.19E-03	5.00E-03	
gltB_1~~~gltB_2~~~gltA_1	2.00E-01	3.99E-03	9.98E-01	-1.27E-05	4.07E-03	1.32E-04	
glnA_1~~~glnA_4~~~glnA_2	2.00E-01	3.99E-03	9.90E-01	-8.09E-04	6.67E-02	5.13E-04	
alaS_1~~~alaS_2	2.00E-01	3.96E-02	9.87E-01	-9.00E-05	5.36E-03	7.11E-04	
group_724	2.00E-01	1.36E-02	7.05E-01	-2.68E-02	7.08E-02	1.60E-02	
group_663	2.00E-01	3.96E-02	9.46E-01	4.19E-04	6.19E-03	2.86E-03	
group_644	2.00E-01	1.36E-02	9.22E-01	6.06E-04	6.18E-03	4.15E-03	
group_628	2.00E-01	1.36E-02	6.98E-01	-2.22E-02	5.72E-02	1.64E-02	
group_627	2.00E-01	9.94E-02	2.92E-03	1.68E-01	5.64E-02	1.25E-01	
group_595	2.00E-01	3.99E-03	8.22E-01	-1.54E-02	6.86E-02	9.52E-03	
umpB~~~umpA	2.00E-01	1.36E-02	3.14E-01	5.68E-02	5.64E-02	4.26E-02	
hdfR	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
group_575	2.00E-01	3.99E-03	8.69E-01	-1.18E-02	7.14E-02	6.98E-03	
pyrC~~~pyrC_2	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
guaD	2.00E-01	3.96E-02	1.81E-01	8.11E-02	6.06E-02	5.65E-02	
glyQS	2.00E-01	3.99E-03	2.81E-01	-7.44E-02	6.90E-02	4.56E-02	
argB	2.00E-01	3.99E-03	8.52E-01	-1.05E-02	5.62E-02	7.88E-03	
rsxB_4	2.00E-01	3.99E-03	9.42E-01	-5.19E-03	7.15E-02	3.07E-03	
mepA_7	2.00E-01	3.99E-03	9.50E-01	-3.38E-04	5.37E-03	2.66E-03	
group_494	2.00E-01	1.36E-02	5.33E-01	-4.05E-02	6.48E-02	2.64E-02	
ylbJ	2.00E-01	3.99E-03	9.42E-01	-5.88E-03	8.14E-02	3.05E-03	
yhaM	2.00E-01	9.94E-02	9.56E-01	-3.67E-03	6.70E-02	2.32E-03	
group_402	2.00E-01	3.99E-03	9.78E-01	-1.51E-04	5.37E-03	1.19E-03	
dagK	2.00E-01	1.36E-02	2.09E-01	6.83E-02	5.43E-02	5.31E-02	
ogt	2.00E-01	1.36E-02	6.98E-01	-2.22E-02	5.72E-02	1.64E-02	
group_338	2.00E-01	9.94E-02	2.92E-03	1.68E-01	5.64E-02	1.25E-01	
group_334	2.00E-01	3.99E-03	9.02E-01	-5.99E-03	4.88E-02	5.19E-03	
pyrE~~~pyrE_1	2.00E-01	1.36E-02	9.61E-01	-2.25E-03	4.64E-02	2.06E-03	
efp	2.00E-01	3.99E-03	9.51E-01	-2.71E-04	4.39E-03	2.61E-03	
ackA_2~~~ackA_3~~~ackA_1	2.00E-01	3.99E-03	8.78E-01	-7.72E-03	5.01E-02	6.51E-03	
group_221	2.00E-01	1.36E-02	9.12E-01	5.91E-04	5.37E-03	4.66E-03	
pgi_1~~~pgi_2	2.00E-01	1.36E-02	9.60E-01	-3.62E-03	7.18E-02	2.13E-03	
ydcV	2.00E-01	3.99E-03	9.38E-01	-4.80E-04	6.19E-03	3.28E-03	
group_178	2.00E-01	3.99E-03	2.81E-01	-7.44E-02	6.90E-02	4.56E-02	
gyrB_2	2.00E-01	3.99E-03	6.78E-01	-2.47E-02	5.96E-02	1.75E-02	
group_56	2.00E-01	1.36E-02	5.33E-01	-4.05E-02	6.48E-02	2.64E-02	
group_34	2.00E-01	1.36E-02	9.78E-01	-1.95E-03	6.99E-02	1.18E-03	
group_4015	1.98E-01	6.55E-01	2.89E-02	1.45E-01	6.61E-02	9.23E-02	
group_3881	1.98E-01	3.62E-02	4.43E-03	1.49E-01	5.20E-02	1.20E-01	
group_3846	1.98E-01	1.22E-02	9.27E-01	5.63E-04	6.18E-03	3.85E-03	
rpmI	1.98E-01	3.62E-02	2.18E-01	7.48E-02	6.06E-02	5.21E-02	
secE	1.98E-01	1.22E-02	9.26E-01	-4.93E-03	5.27E-02	3.95E-03	
group_3689	1.98E-01	3.52E-03	9.87E-01	-8.93E-05	5.38E-03	7.03E-04	
group_3496	1.98E-01	9.25E-02	8.73E-03	1.31E-01	4.98E-02	1.11E-01	
group_3195	1.98E-01	1.22E-02	9.99E-01	-7.39E-05	4.53E-02	6.91E-05	
cymR_2	1.98E-01	3.52E-03	8.20E-01	-1.65E-02	7.27E-02	9.61E-03	
pyrI	1.98E-01	1.22E-02	9.62E-01	-2.20E-03	4.57E-02	2.03E-03	
group_3111	1.98E-01	9.25E-02	1.66E-02	1.14E-01	4.72E-02	1.01E-01	
smpB	1.98E-01	1.22E-02	5.12E-01	-3.92E-02	5.99E-02	2.77E-02	
group_2974	1.98E-01	1.22E-02	8.89E-01	8.66E-04	6.18E-03	5.92E-03	
yfbR	1.98E-01	1.22E-02	8.54E-01	-9.07E-03	4.94E-02	7.77E-03	
group_2831	1.98E-01	3.62E-02	4.43E-03	1.49E-01	5.20E-02	1.20E-01	
yfnB	1.98E-01	3.62E-02	9.67E-01	-2.22E-03	5.37E-02	1.75E-03	
fabG	1.98E-01	3.52E-03	9.93E-01	-4.66E-05	5.37E-03	3.67E-04	
rluB_1	1.98E-01	3.52E-03	1.00E+00	2.52E-07	6.17E-03	1.73E-06	
group_2447	1.98E-01	3.52E-03	6.68E-01	-2.66E-02	6.19E-02	1.82E-02	
group_2253	1.98E-01	3.62E-02	9.91E-01	6.34E-05	5.36E-03	5.00E-04	
ygfK~~~ygfK_1~~~ygfK_2	1.98E-01	1.22E-02	7.57E-01	-1.49E-02	4.81E-02	1.31E-02	
group_1792	1.98E-01	1.22E-02	1.55E-01	9.77E-02	6.86E-02	6.01E-02	
group_1757	1.98E-01	3.52E-03	9.42E-01	-3.25E-03	4.46E-02	3.09E-03	
exoA	1.98E-01	1.22E-02	9.44E-01	-3.75E-03	5.31E-02	2.98E-03	
group_1754	1.98E-01	1.22E-02	6.76E-01	-2.38E-02	5.69E-02	1.77E-02	
abgB_2~~~abgB_1	1.98E-01	2.04E-01	1.00E+00	2.64E-07	5.37E-03	2.08E-06	
group_1723	1.98E-01	1.22E-02	9.26E-01	-6.44E-03	6.95E-02	3.92E-03	
group_1713	1.98E-01	1.22E-02	9.99E-01	9.21E-05	8.22E-02	4.74E-05	
leuB~~~spoVB_2	1.98E-01	1.22E-02	3.40E-02	2.13E-01	1.00E-01	8.95E-02	
gltB_3~~~gltB_1~~~gltB_2	1.98E-01	3.52E-03	9.95E-01	-2.46E-05	4.07E-03	2.56E-04	
group_1636	1.98E-01	1.22E-02	9.27E-01	5.63E-04	6.18E-03	3.85E-03	
group_1613	1.98E-01	3.52E-03	8.59E-01	-1.38E-02	7.75E-02	7.51E-03	
group_1509	1.98E-01	3.52E-03	9.71E-01	-1.94E-04	5.36E-03	1.53E-03	
group_1479	1.98E-01	1.22E-02	9.27E-01	5.63E-04	6.18E-03	3.85E-03	
group_1478	1.98E-01	1.22E-02	9.27E-01	5.63E-04	6.18E-03	3.85E-03	
group_1447	1.98E-01	1.22E-02	8.94E-02	9.15E-02	5.38E-02	7.18E-02	
mepA_4~~~mepA_1~~~mdtK_6~~~mdtK_5~~~mepA_2	1.98E-01	3.52E-03	8.92E-01	-1.00E-02	7.40E-02	5.73E-03	
xylB_3~~~xylB_5	1.98E-01	3.52E-03	8.92E-01	-1.00E-02	7.40E-02	5.73E-03	
lepA~~~lepA_1	1.98E-01	3.52E-03	8.79E-01	-7.26E-03	4.77E-02	6.44E-03	
group_1295	1.98E-01	1.22E-02	1.00E+00	6.68E-07	6.20E-03	4.55E-06	
group_1261	1.98E-01	3.52E-03	9.96E-01	-1.70E-05	3.80E-03	1.90E-04	
group_1247	1.98E-01	1.22E-02	8.89E-01	8.66E-04	6.18E-03	5.92E-03	
IMPDH~~~mgtE	1.98E-01	3.52E-03	9.02E-01	-6.79E-03	5.54E-02	5.19E-03	
pyrP~~~pyrP_2	1.98E-01	1.22E-02	8.63E-01	-9.01E-03	5.22E-02	7.31E-03	
group_1139	1.98E-01	3.62E-02	1.35E-01	1.03E-01	6.91E-02	6.31E-02	
group_1124	1.98E-01	1.22E-02	9.44E-01	-3.75E-03	5.31E-02	2.98E-03	
group_1122	1.98E-01	1.22E-02	9.88E-01	-8.40E-04	5.82E-02	6.10E-04	
group_970	1.98E-01	3.52E-03	7.10E-01	-2.02E-02	5.43E-02	1.57E-02	
tdk	1.98E-01	3.52E-03	9.96E-01	-2.73E-05	5.36E-03	2.15E-04	
group_958	1.98E-01	1.22E-02	5.32E-02	1.29E-01	6.64E-02	8.17E-02	
group_913	1.98E-01	1.22E-02	4.19E-02	1.79E-01	8.78E-02	8.59E-02	
group_875	1.98E-01	1.22E-02	9.86E-01	-9.64E-05	5.36E-03	7.61E-04	
group_824	1.98E-01	3.62E-02	9.36E-01	-4.95E-04	6.19E-03	3.39E-03	
group_814	1.98E-01	3.62E-02	9.07E-01	6.25E-04	5.36E-03	4.93E-03	
argJ	1.98E-01	1.22E-02	8.66E-01	-9.38E-03	5.56E-02	7.14E-03	
hpt_1~~~hpt_2	1.98E-01	3.52E-03	9.97E-01	-2.29E-05	5.36E-03	1.81E-04	
ydjI~~~fbaA_1~~~gatY	1.98E-01	3.52E-03	9.32E-01	-4.28E-03	5.05E-02	3.59E-03	
btuD_1~~~btuD_3~~~irtA~~~btuD_5	1.98E-01	2.04E-01	1.25E-01	8.33E-02	5.43E-02	6.48E-02	
argG	1.98E-01	3.52E-03	9.73E-01	-2.17E-03	6.43E-02	1.43E-03	
group_676	1.98E-01	1.22E-02	7.48E-01	-1.99E-02	6.18E-02	1.36E-02	
gpmI	1.98E-01	1.22E-02	5.12E-01	-3.92E-02	5.99E-02	2.77E-02	
rluB_2	1.98E-01	3.52E-03	8.74E-01	-9.93E-03	6.28E-02	6.69E-03	
group_616	1.98E-01	3.52E-03	7.10E-01	-2.02E-02	5.43E-02	1.57E-02	
thrS	1.98E-01	3.52E-03	9.28E-01	-5.58E-04	6.18E-03	3.82E-03	
pyrB_2~~~pyrB~~~pyrB_1	1.98E-01	1.22E-02	9.62E-01	-2.20E-03	4.57E-02	2.03E-03	
pyrF~~~pyrF_1	1.98E-01	1.22E-02	9.58E-01	-2.44E-03	4.62E-02	2.23E-03	
cytR~~~cytR_2	1.98E-01	3.52E-03	8.92E-01	-1.00E-02	7.40E-02	5.73E-03	
rsmI~~~fosB	1.98E-01	3.52E-03	9.76E-01	-1.64E-04	5.36E-03	1.30E-03	
group_484	1.98E-01	3.62E-02	4.43E-03	1.49E-01	5.20E-02	1.20E-01	
group_474	1.98E-01	1.22E-02	4.19E-02	1.79E-01	8.78E-02	8.59E-02	
typA	1.98E-01	3.52E-03	9.67E-01	-2.20E-04	5.36E-03	1.73E-03	
ffh	1.98E-01	3.52E-03	8.44E-01	-1.23E-02	6.23E-02	8.32E-03	
