variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_3017	1.78E-02	3.77E-01	9.75E-01	1.95E-04	6.16E-03	1.33E-03	bad-chisq
group_2919	1.78E-02	1.10E-30	2.68E-03	-2.70E-01	8.97E-02	1.27E-01	bad-chisq
group_2845	1.78E-02	3.77E-01	9.10E-01	6.25E-03	5.53E-02	4.78E-03	bad-chisq
group_2633	1.78E-02	1.11E-01	9.67E-01	-2.52E-04	6.18E-03	1.73E-03	
group_2615	1.78E-02	3.77E-01	1.09E-02	1.88E-01	7.35E-02	1.07E-01	bad-chisq
potA_2	1.78E-02	3.77E-01	7.63E-01	1.91E-02	6.33E-02	1.27E-02	bad-chisq
gsiD_1	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
group_2379	1.78E-02	7.22E-01	5.29E-01	-3.10E-02	4.92E-02	2.66E-02	bad-chisq
group_2337	1.78E-02	1.11E-01	9.26E-01	4.55E-03	4.93E-02	3.90E-03	
group_2336	1.78E-02	1.11E-01	9.26E-01	4.55E-03	4.93E-02	3.90E-03	
ppx1	1.78E-02	7.22E-01	9.83E-01	1.13E-04	5.37E-03	8.94E-04	bad-chisq
group_2142	1.78E-02	3.77E-01	9.77E-01	1.11E-04	3.80E-03	1.24E-03	bad-chisq
group_2119	1.78E-02	3.77E-01	9.14E-01	6.67E-04	6.15E-03	4.59E-03	bad-chisq
group_2069	1.78E-02	3.77E-01	9.68E-01	2.11E-04	5.34E-03	1.67E-03	bad-chisq
group_2036	1.78E-02	4.58E-05	8.17E-01	1.29E-02	5.58E-02	9.80E-03	
gsiC	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
group_1976	1.78E-02	4.57E-03	1.34E-02	-1.22E-01	4.91E-02	1.04E-01	
mtnB	1.78E-02	7.22E-01	1.12E-01	9.02E-02	5.67E-02	6.71E-02	bad-chisq
pyrK_1	1.78E-02	3.77E-01	9.43E-01	3.84E-04	5.36E-03	3.03E-03	bad-chisq
group_1924	1.78E-02	3.77E-01	9.84E-01	1.21E-04	6.16E-03	8.28E-04	bad-chisq
group_1876	1.78E-02	7.22E-01	9.92E-01	4.13E-05	4.06E-03	4.30E-04	bad-chisq
group_1835	1.78E-02	1.11E-01	9.09E-01	-7.07E-04	6.17E-03	4.84E-03	
group_1783	1.78E-02	3.77E-01	9.47E-01	2.68E-04	4.06E-03	2.80E-03	bad-chisq
group_1722	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
btuD_1	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
group_1716	1.78E-02	7.22E-01	9.08E-01	-6.14E-04	5.34E-03	4.86E-03	bad-chisq
group_1692	1.78E-02	7.22E-01	9.03E-01	-6.54E-04	5.36E-03	5.16E-03	bad-chisq
group_1686	1.78E-02	7.22E-01	9.62E-01	-2.52E-04	5.35E-03	1.99E-03	bad-chisq
group_1685	1.78E-02	7.22E-01	9.88E-01	8.04E-05	5.36E-03	6.34E-04	bad-chisq
group_1582	1.78E-02	1.10E-30	1.69E-03	-2.92E-01	9.26E-02	1.32E-01	bad-chisq
group_1522	1.78E-02	3.77E-01	4.55E-01	3.57E-02	4.77E-02	3.16E-02	bad-chisq
group_1500	1.78E-02	3.77E-01	3.83E-01	4.77E-02	5.46E-02	3.69E-02	bad-chisq
group_1490	1.78E-02	3.77E-01	9.74E-01	1.76E-04	5.36E-03	1.39E-03	bad-chisq
rspB	1.78E-02	1.11E-01	8.27E-01	1.21E-02	5.53E-02	9.25E-03	
group_1398	1.78E-02	4.57E-03	8.12E-01	1.18E-02	4.98E-02	1.01E-02	
group_1371	1.78E-02	3.77E-01	8.06E-01	9.80E-03	3.99E-02	1.04E-02	bad-chisq
group_1319	1.78E-02	4.58E-05	9.83E-01	1.15E-04	5.35E-03	9.05E-04	
xylH	1.78E-02	5.53E-11	1.89E-01	-6.91E-02	5.26E-02	5.55E-02	
group_1287	1.78E-02	7.22E-01	9.29E-01	-4.80E-04	5.36E-03	3.79E-03	bad-chisq
group_1276	1.78E-02	3.77E-01	9.47E-01	2.68E-04	4.06E-03	2.80E-03	bad-chisq
group_1272	1.78E-02	3.77E-01	9.77E-01	1.54E-04	5.36E-03	1.22E-03	bad-chisq
ecfA1_2~~~metN2	1.78E-02	7.22E-01	1.10E-01	-9.58E-02	5.99E-02	6.75E-02	bad-chisq
group_1185	1.78E-02	4.57E-03	9.63E-01	2.51E-04	5.36E-03	1.98E-03	
group_1164	1.78E-02	3.77E-01	9.88E-01	8.32E-05	5.37E-03	6.55E-04	bad-chisq
yoaD	1.78E-02	1.63E-19	2.84E-02	-1.49E-01	6.76E-02	9.25E-02	
group_1103	1.78E-02	7.22E-01	9.90E-01	6.43E-05	5.35E-03	5.09E-04	bad-chisq
iolG_3	1.78E-02	1.11E-01	8.27E-01	1.21E-02	5.53E-02	9.25E-03	
group_999	1.78E-02	7.22E-01	4.27E-01	4.56E-02	5.74E-02	3.36E-02	bad-chisq
group_949	1.78E-02	3.77E-01	2.00E-01	5.42E-02	4.22E-02	5.42E-02	bad-chisq
aptA_3~~~aptA_2	1.78E-02	1.11E-01	8.27E-01	1.21E-02	5.53E-02	9.25E-03	
group_770	1.78E-02	3.77E-01	9.68E-01	2.11E-04	5.34E-03	1.67E-03	bad-chisq
group_759	1.78E-02	3.77E-01	7.42E-01	1.54E-02	4.69E-02	1.39E-02	bad-chisq
group_534	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
group_523	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
group_501	1.78E-02	3.77E-01	9.89E-01	7.55E-05	5.38E-03	5.94E-04	bad-chisq
group_416	1.78E-02	3.77E-01	9.89E-01	7.69E-05	5.36E-03	6.06E-04	bad-chisq
group_375	1.78E-02	3.77E-01	2.00E-01	5.42E-02	4.22E-02	5.42E-02	bad-chisq
group_361	1.78E-02	5.53E-11	1.89E-01	-6.91E-02	5.26E-02	5.55E-02	
group_311	1.78E-02	7.22E-01	1.10E-01	-9.58E-02	5.99E-02	6.75E-02	bad-chisq
group_233	1.78E-02	3.77E-01	9.88E-01	7.91E-05	5.37E-03	6.23E-04	bad-chisq
group_129	1.78E-02	3.77E-01	3.54E-01	5.58E-02	6.01E-02	3.92E-02	bad-chisq
group_110	1.78E-02	3.77E-01	7.28E-01	1.68E-02	4.83E-02	1.47E-02	bad-chisq
group_3971	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_3923	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_3884	1.60E-02	4.02E-01	9.77E-01	1.52E-04	5.37E-03	1.20E-03	bad-chisq
group_3862	1.60E-02	6.40E-01	8.82E-01	-7.94E-04	5.35E-03	6.27E-03	bad-chisq
group_3813	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_3737	1.60E-02	4.02E-01	9.94E-01	3.93E-05	5.37E-03	3.09E-04	bad-chisq
group_3425	1.60E-02	7.61E-02	4.50E-01	-4.28E-02	5.66E-02	3.20E-02	
group_3362	1.60E-02	4.02E-01	9.14E-01	4.40E-04	4.06E-03	4.58E-03	bad-chisq
group_3354	1.60E-02	4.02E-01	7.91E-01	1.03E-02	3.89E-02	1.12E-02	bad-chisq
group_3219	1.60E-02	4.02E-01	9.94E-01	3.93E-05	5.37E-03	3.09E-04	bad-chisq
group_3201	1.60E-02	1.16E-05	1.50E-01	-9.62E-02	6.67E-02	6.09E-02	bad-chisq
group_3055	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_3024	1.60E-02	4.02E-01	9.12E-01	8.65E-03	7.80E-02	4.69E-03	bad-chisq
group_3012	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2991	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2869	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2868	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2853	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2802	1.60E-02	4.02E-01	9.78E-01	1.47E-04	5.37E-03	1.16E-03	bad-chisq
group_2788	1.60E-02	6.40E-01	1.14E-01	-9.29E-02	5.87E-02	6.68E-02	bad-chisq
group_2755	1.60E-02	4.02E-01	9.66E-01	2.62E-04	6.15E-03	1.80E-03	bad-chisq
group_2712	1.60E-02	4.02E-01	9.74E-01	1.35E-04	4.06E-03	1.41E-03	bad-chisq
group_2711	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2657	1.60E-02	4.02E-01	9.89E-01	7.65E-05	5.37E-03	6.02E-04	bad-chisq
group_2653	1.60E-02	4.02E-01	9.48E-01	3.50E-04	5.37E-03	2.76E-03	bad-chisq
group_2605	1.60E-02	7.61E-02	4.77E-02	-1.52E-01	7.64E-02	8.36E-02	
group_2563	1.60E-02	4.02E-01	9.90E-01	6.61E-05	5.36E-03	5.21E-04	bad-chisq
group_2505	1.60E-02	4.02E-01	7.82E-01	1.88E-02	6.80E-02	1.17E-02	bad-chisq
btuD_3	1.60E-02	6.40E-01	8.93E-01	-7.19E-04	5.35E-03	5.69E-03	bad-chisq
group_2444	1.60E-02	4.02E-01	9.79E-01	1.42E-04	5.37E-03	1.12E-03	bad-chisq
garR_1	1.60E-02	4.02E-01	7.82E-01	1.88E-02	6.80E-02	1.17E-02	bad-chisq
group_2407	1.60E-02	2.07E-03	4.64E-01	-3.31E-02	4.53E-02	3.09E-02	
group_2398	1.60E-02	4.02E-01	6.78E-01	2.43E-02	5.85E-02	1.76E-02	bad-chisq
group_2390	1.60E-02	6.40E-01	8.97E-01	-6.95E-04	5.35E-03	5.49E-03	bad-chisq
group_2372	1.60E-02	7.61E-02	8.68E-01	8.84E-03	5.30E-02	7.05E-03	
group_2351	1.60E-02	2.07E-03	8.99E-01	6.70E-03	5.29E-02	5.35E-03	
hpdA_2	1.60E-02	6.40E-01	1.14E-01	-9.29E-02	5.87E-02	6.68E-02	bad-chisq
group_2326	1.60E-02	4.02E-01	9.77E-01	1.77E-04	6.18E-03	1.21E-03	bad-chisq
blaI_1	1.60E-02	6.40E-01	8.96E-01	-7.05E-04	5.36E-03	5.56E-03	bad-chisq
group_2291	1.60E-02	2.07E-03	8.90E-01	6.89E-03	5.00E-02	5.83E-03	
group_2290	1.60E-02	2.07E-03	8.90E-01	6.89E-03	5.00E-02	5.83E-03	
group_2289	1.60E-02	2.07E-03	8.90E-01	6.89E-03	5.00E-02	5.83E-03	
group_2261	1.60E-02	4.02E-01	9.94E-01	3.93E-05	5.37E-03	3.09E-04	bad-chisq
group_2209	1.60E-02	4.02E-01	7.64E-01	2.14E-02	7.11E-02	1.27E-02	bad-chisq
group_2175	1.60E-02	4.02E-01	7.64E-01	2.14E-02	7.11E-02	1.27E-02	bad-chisq
group_2170	1.60E-02	6.40E-01	1.14E-01	-9.29E-02	5.87E-02	6.68E-02	bad-chisq
group_2137	1.60E-02	4.02E-01	9.58E-01	1.77E-04	3.39E-03	2.21E-03	bad-chisq
group_2120	1.60E-02	4.02E-01	8.12E-01	1.10E-02	4.61E-02	1.01E-02	bad-chisq
hsdR	1.60E-02	7.61E-02	6.79E-02	-1.07E-01	5.87E-02	7.71E-02	
group_2111	1.60E-02	4.02E-01	6.57E-01	2.38E-02	5.35E-02	1.88E-02	bad-chisq
group_2042	1.60E-02	4.02E-01	9.84E-01	1.21E-04	6.17E-03	8.29E-04	bad-chisq
group_2034	1.60E-02	6.40E-01	5.07E-01	2.80E-02	4.21E-02	2.81E-02	bad-chisq
araA_2~~~araA_3	1.60E-02	4.02E-01	9.78E-01	1.47E-04	5.37E-03	1.16E-03	bad-chisq
group_1992	1.60E-02	7.61E-02	7.76E-01	1.61E-02	5.67E-02	1.20E-02	
group_1955	1.60E-02	4.02E-01	5.75E-01	2.27E-02	4.05E-02	2.37E-02	bad-chisq
group_1906	1.60E-02	2.07E-03	7.95E-01	1.25E-02	4.79E-02	1.10E-02	
group_1862	1.60E-02	2.07E-03	1.01E-01	-1.09E-01	6.60E-02	6.94E-02	
chuR~~~moaA_2	1.60E-02	6.40E-01	3.76E-01	-5.52E-02	6.23E-02	3.74E-02	bad-chisq
nagB	1.60E-02	4.02E-01	9.92E-01	5.14E-05	5.37E-03	4.05E-04	bad-chisq
agrB	1.60E-02	7.61E-02	3.26E-03	-1.59E-01	5.39E-02	1.24E-01	
group_1833	1.60E-02	4.02E-01	7.06E-01	2.13E-02	5.64E-02	1.59E-02	bad-chisq
group_1823	1.60E-02	4.02E-01	7.44E-01	1.61E-02	4.92E-02	1.38E-02	bad-chisq
dinB~~~dinB_3	1.60E-02	4.02E-01	6.11E-02	9.53E-02	5.08E-02	7.91E-02	bad-chisq
xylG~~~xylG_2	1.60E-02	6.40E-01	8.13E-01	1.32E-02	5.58E-02	1.00E-02	bad-chisq
group_1756	1.60E-02	7.61E-02	3.26E-03	-1.59E-01	5.39E-02	1.24E-01	
cas5d	1.60E-02	4.02E-01	7.74E-01	1.22E-02	4.26E-02	1.21E-02	bad-chisq
group_1719	1.60E-02	4.02E-01	7.68E-01	2.00E-02	6.77E-02	1.25E-02	bad-chisq
group_1703	1.60E-02	7.61E-02	3.71E-01	-5.26E-02	5.88E-02	3.78E-02	
degA	1.60E-02	6.40E-01	1.14E-01	-9.29E-02	5.87E-02	6.68E-02	bad-chisq
group_1663	1.60E-02	4.02E-01	7.66E-01	1.28E-02	4.28E-02	1.26E-02	bad-chisq
group_1657	1.60E-02	4.02E-01	9.69E-01	2.05E-04	5.34E-03	1.63E-03	bad-chisq
IntTn_2~~~xerC_2	1.60E-02	6.40E-01	8.53E-01	8.57E-03	4.61E-02	7.86E-03	bad-chisq
group_1626	1.60E-02	7.61E-02	1.12E-01	-9.28E-02	5.83E-02	6.72E-02	
ywaC	1.60E-02	6.40E-01	7.45E-01	1.35E-02	4.15E-02	1.38E-02	bad-chisq
group_1617	1.60E-02	1.26E-08	1.12E-01	-9.46E-02	5.94E-02	6.72E-02	bad-chisq
group_1588	1.60E-02	4.02E-01	9.78E-01	1.47E-04	5.37E-03	1.16E-03	bad-chisq
group_1583	1.60E-02	4.02E-01	9.77E-01	1.52E-04	5.37E-03	1.20E-03	bad-chisq
araH	1.60E-02	6.40E-01	8.13E-01	1.32E-02	5.58E-02	1.00E-02	bad-chisq
group_1566	1.60E-02	6.40E-01	9.81E-01	1.27E-04	5.36E-03	1.00E-03	bad-chisq
group_1485	1.60E-02	6.40E-01	8.82E-01	-7.94E-04	5.35E-03	6.27E-03	bad-chisq
group_1369	1.60E-02	6.40E-01	8.99E-01	-6.76E-04	5.35E-03	5.35E-03	bad-chisq
group_1274	1.60E-02	4.02E-01	9.77E-01	1.52E-04	5.37E-03	1.20E-03	bad-chisq
group_1235	1.60E-02	6.40E-01	8.13E-01	1.32E-02	5.58E-02	1.00E-02	bad-chisq
group_1212	1.60E-02	4.02E-01	9.09E-01	6.44E-03	5.61E-02	4.85E-03	bad-chisq
group_1208	1.60E-02	6.40E-01	1.14E-01	-9.29E-02	5.87E-02	6.68E-02	bad-chisq
group_1199	1.60E-02	4.02E-01	4.83E-01	4.06E-02	5.78E-02	2.97E-02	bad-chisq
group_1128	1.60E-02	4.02E-01	3.64E-01	5.15E-02	5.67E-02	3.84E-02	bad-chisq
group_1087	1.60E-02	6.40E-01	9.81E-01	1.25E-04	5.35E-03	9.85E-04	bad-chisq
cutC_2~~~pflD_2	1.60E-02	6.40E-01	1.14E-01	-9.29E-02	5.87E-02	6.68E-02	bad-chisq
ppk	1.60E-02	6.40E-01	9.83E-01	1.12E-04	5.38E-03	8.85E-04	bad-chisq
virD4	1.60E-02	4.02E-01	9.77E-01	1.77E-04	6.18E-03	1.21E-03	bad-chisq
group_1057	1.60E-02	7.61E-02	9.90E-01	-5.73E-05	4.37E-03	5.55E-04	
group_1018	1.60E-02	4.02E-01	9.77E-01	1.52E-04	5.37E-03	1.20E-03	bad-chisq
araH_2~~~lsrC	1.60E-02	6.40E-01	8.13E-01	1.32E-02	5.58E-02	1.00E-02	bad-chisq
group_992	1.60E-02	4.02E-01	7.38E-01	1.66E-02	4.97E-02	1.42E-02	bad-chisq
group_921	1.60E-02	4.02E-01	9.94E-01	3.93E-05	5.37E-03	3.09E-04	bad-chisq
group_918	1.60E-02	4.02E-01	9.39E-01	4.07E-04	5.35E-03	3.22E-03	bad-chisq
xerC_1~~~xerC_5	1.60E-02	4.02E-01	8.23E-01	9.76E-03	4.36E-02	9.46E-03	bad-chisq
group_868	1.60E-02	6.40E-01	9.62E-01	-2.53E-04	5.36E-03	1.99E-03	bad-chisq
group_815	1.60E-02	6.40E-01	2.56E-01	-4.51E-02	3.97E-02	4.80E-02	bad-chisq
group_808	1.60E-02	6.40E-01	4.70E-02	-1.29E-01	6.47E-02	8.39E-02	bad-chisq
group_791	1.60E-02	4.02E-01	7.74E-01	1.22E-02	4.26E-02	1.21E-02	bad-chisq
group_754	1.60E-02	4.02E-01	9.77E-01	1.77E-04	6.18E-03	1.21E-03	bad-chisq
group_750	1.60E-02	7.61E-02	9.77E-01	-1.24E-04	4.38E-03	1.20E-03	
group_739	1.60E-02	7.61E-02	1.74E-02	-1.21E-01	5.05E-02	1.00E-01	
group_702	1.60E-02	4.02E-01	6.73E-01	2.11E-02	4.99E-02	1.79E-02	bad-chisq
mvaA	1.60E-02	4.02E-01	7.82E-01	1.88E-02	6.80E-02	1.17E-02	bad-chisq
group_612	1.60E-02	7.61E-02	1.74E-02	-1.19E-01	5.00E-02	1.00E-01	
group_565	1.60E-02	7.61E-02	6.64E-01	2.57E-02	5.91E-02	1.84E-02	
xylB_3~~~lyx~~~xylB_5	1.60E-02	1.01E-16	2.94E-02	-1.47E-01	6.74E-02	9.20E-02	
group_461	1.60E-02	1.01E-16	9.17E-01	-6.44E-04	6.19E-03	4.40E-03	
group_407	1.60E-02	4.02E-01	9.79E-01	1.42E-04	5.37E-03	1.12E-03	bad-chisq
agaA_3	1.60E-02	4.02E-01	9.92E-01	5.14E-05	5.37E-03	4.05E-04	bad-chisq
group_211	1.60E-02	2.61E-12	8.46E-01	-1.32E-02	6.83E-02	8.21E-03	
group_194	1.60E-02	4.02E-01	7.82E-01	1.88E-02	6.80E-02	1.17E-02	bad-chisq
group_124	1.60E-02	4.02E-01	9.51E-01	3.31E-04	5.35E-03	2.62E-03	bad-chisq
yknY	1.60E-02	6.40E-01	9.96E-01	2.99E-05	5.37E-03	2.35E-04	bad-chisq
group_4374	1.43E-02	5.52E-01	1.28E-01	-8.43E-02	5.52E-02	6.44E-02	bad-chisq
dapB	1.43E-02	4.30E-01	5.50E-01	2.51E-02	4.19E-02	2.53E-02	bad-chisq
dapA_2~~~dapA_1	1.43E-02	4.30E-01	5.46E-01	2.55E-02	4.22E-02	2.55E-02	bad-chisq
group_3981	1.43E-02	4.30E-01	7.83E-01	1.70E-02	6.17E-02	1.17E-02	bad-chisq
group_3865	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
acsA	1.43E-02	4.30E-01	9.63E-01	1.65E-04	3.58E-03	1.96E-03	bad-chisq
group_3694	1.43E-02	8.55E-25	1.67E-02	-1.73E-01	7.20E-02	1.01E-01	bad-chisq
group_3690	1.43E-02	4.30E-01	9.20E-01	5.40E-04	5.36E-03	4.26E-03	bad-chisq
group_3652	1.43E-02	4.30E-01	2.50E-03	2.22E-01	7.30E-02	1.27E-01	bad-chisq
group_3619	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3539	1.43E-02	5.52E-01	2.76E-01	6.35E-02	5.82E-02	4.61E-02	bad-chisq
group_3507	1.43E-02	4.30E-01	9.39E-01	4.09E-04	5.37E-03	3.22E-03	bad-chisq
group_3493	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3492	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3469	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3435	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3427	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
hypA_2	1.43E-02	4.30E-01	8.26E-01	1.61E-02	7.33E-02	9.30E-03	bad-chisq
group_3261	1.43E-02	4.30E-01	9.23E-01	4.11E-03	4.27E-02	4.07E-03	bad-chisq
group_3115	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3105	1.43E-02	4.30E-01	9.84E-01	1.09E-04	5.36E-03	8.63E-04	bad-chisq
group_3079	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_3015	1.43E-02	4.30E-01	7.83E-01	1.70E-02	6.17E-02	1.17E-02	bad-chisq
group_2955	1.43E-02	4.30E-01	8.67E-01	8.82E-03	5.27E-02	7.07E-03	bad-chisq
group_2941	1.43E-02	4.30E-01	9.24E-01	5.42E-03	5.66E-02	4.05E-03	bad-chisq
group_2846	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
purN	1.43E-02	4.30E-01	9.19E-01	7.13E-03	6.98E-02	4.32E-03	bad-chisq
group_2789	1.43E-02	4.30E-01	9.19E-01	7.13E-03	6.98E-02	4.32E-03	bad-chisq
group_2767	1.43E-02	4.30E-01	9.89E-01	7.53E-05	5.37E-03	5.93E-04	bad-chisq
group_2741	1.43E-02	4.30E-01	7.20E-01	1.91E-02	5.33E-02	1.52E-02	bad-chisq
hypB_3	1.43E-02	4.30E-01	8.26E-01	1.61E-02	7.33E-02	9.30E-03	bad-chisq
hypB_2	1.43E-02	4.30E-01	8.26E-01	1.61E-02	7.33E-02	9.30E-03	bad-chisq
group_2720	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
mprA	1.43E-02	4.30E-01	7.83E-01	1.70E-02	6.17E-02	1.17E-02	bad-chisq
rspR_1	1.43E-02	4.30E-01	7.77E-01	1.98E-02	6.98E-02	1.20E-02	bad-chisq
group_2694	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_2681	1.43E-02	4.30E-01	9.89E-01	7.53E-05	5.37E-03	5.93E-04	bad-chisq
group_2670	1.43E-02	4.30E-01	9.23E-01	4.11E-03	4.27E-02	4.07E-03	bad-chisq
group_2641	1.43E-02	4.79E-02	3.34E-04	-2.28E-01	6.32E-02	1.51E-01	
prpC	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_2588	1.43E-02	7.73E-04	9.80E-01	-1.60E-03	6.30E-02	1.08E-03	bad-chisq
group_2554	1.43E-02	4.30E-01	4.01E-01	5.82E-02	6.93E-02	3.55E-02	bad-chisq
group_2553	1.43E-02	4.30E-01	9.85E-01	7.69E-04	4.01E-02	8.11E-04	bad-chisq
group_2507	1.43E-02	7.73E-04	1.50E-01	-9.75E-02	6.76E-02	6.09E-02	bad-chisq
group_2498	1.43E-02	4.79E-02	3.34E-04	-2.28E-01	6.32E-02	1.51E-01	
group_2492	1.43E-02	5.52E-01	1.33E-01	-8.38E-02	5.57E-02	6.35E-02	bad-chisq
group_2464	1.43E-02	4.30E-01	9.94E-01	3.94E-05	5.37E-03	3.10E-04	bad-chisq
group_2453	1.43E-02	4.30E-01	8.67E-01	8.82E-03	5.27E-02	7.07E-03	bad-chisq
group_2439	1.43E-02	5.52E-01	1.33E-01	-8.38E-02	5.57E-02	6.35E-02	bad-chisq
group_2425	1.43E-02	4.30E-01	9.85E-01	7.69E-04	4.01E-02	8.11E-04	bad-chisq
group_2369	1.43E-02	4.79E-02	9.89E-01	-7.51E-04	5.38E-02	5.90E-04	
group_2343	1.43E-02	5.52E-01	8.99E-01	-6.78E-04	5.36E-03	5.36E-03	bad-chisq
group_2334	1.43E-02	5.52E-01	8.57E-01	1.02E-02	5.69E-02	7.62E-03	bad-chisq
group_2328	1.43E-02	4.30E-01	9.77E-01	1.77E-04	6.18E-03	1.21E-03	bad-chisq
group_2293	1.43E-02	5.52E-01	8.18E-01	1.49E-02	6.48E-02	9.74E-03	bad-chisq
group_2243	1.43E-02	4.30E-01	9.77E-01	1.77E-04	6.18E-03	1.21E-03	bad-chisq
group_2222	1.43E-02	5.52E-01	1.70E-01	-7.17E-02	5.21E-02	5.81E-02	bad-chisq
ytrF	1.43E-02	5.52E-01	9.95E-01	3.44E-05	5.37E-03	2.71E-04	bad-chisq
group_2201	1.43E-02	4.30E-01	9.79E-01	1.41E-04	5.37E-03	1.11E-03	bad-chisq
group_2193	1.43E-02	5.52E-01	9.96E-01	2.98E-05	5.37E-03	2.35E-04	bad-chisq
group_2190	1.43E-02	5.52E-01	9.96E-01	2.98E-05	5.37E-03	2.35E-04	bad-chisq
group_2188	1.43E-02	4.30E-01	9.90E-01	6.44E-05	5.36E-03	5.08E-04	bad-chisq
recD	1.43E-02	5.52E-01	7.67E-01	1.36E-02	4.61E-02	1.25E-02	bad-chisq
group_2150	1.43E-02	4.30E-01	9.50E-01	2.53E-04	4.05E-03	2.64E-03	bad-chisq
group_2144	1.43E-02	5.52E-01	9.96E-01	2.98E-05	5.37E-03	2.35E-04	bad-chisq
group_2083	1.43E-02	4.30E-01	7.74E-01	1.22E-02	4.25E-02	1.21E-02	bad-chisq
pyrE_2	1.43E-02	4.30E-01	9.91E-01	5.89E-05	5.37E-03	4.64E-04	bad-chisq
group_2021	1.43E-02	4.79E-02	8.77E-01	9.07E-03	5.86E-02	6.56E-03	
cdr	1.43E-02	5.52E-01	4.15E-01	3.65E-02	4.48E-02	3.44E-02	bad-chisq
group_2009	1.43E-02	5.52E-01	9.04E-01	-6.47E-04	5.34E-03	5.13E-03	bad-chisq
tnpR	1.43E-02	5.52E-01	1.23E-02	1.61E-01	6.41E-02	1.06E-01	bad-chisq
group_2000	1.43E-02	4.30E-01	9.92E-01	5.51E-05	5.37E-03	4.34E-04	bad-chisq
group_1975	1.43E-02	2.07E-06	1.28E-01	-8.26E-02	5.42E-02	6.43E-02	bad-chisq
pyrF_2~~~pyrF	1.43E-02	4.30E-01	9.91E-01	5.89E-05	5.37E-03	4.64E-04	bad-chisq
group_1939	1.43E-02	5.52E-01	6.91E-01	3.05E-02	7.65E-02	1.68E-02	bad-chisq
group_1938	1.43E-02	5.52E-01	9.02E-01	-7.63E-04	6.18E-03	5.22E-03	bad-chisq
group_1888	1.43E-02	4.30E-01	9.79E-01	1.40E-04	5.36E-03	1.10E-03	bad-chisq
group_1886	1.43E-02	5.52E-01	7.97E-01	1.25E-02	4.87E-02	1.09E-02	bad-chisq
group_1864	1.43E-02	4.30E-01	6.53E-01	2.07E-02	4.59E-02	1.90E-02	bad-chisq
group_1850	1.43E-02	4.30E-01	2.90E-01	6.59E-02	6.22E-02	4.48E-02	bad-chisq
group_1836	1.43E-02	4.30E-01	9.79E-01	1.42E-04	5.37E-03	1.12E-03	bad-chisq
