variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
rnj1~~~rnjA~~~rnj1_1~~~rnjB~~~rnj1_2	9.73E-01	9.44E-01	9.96E-01	2.97E-05	5.33E-03	2.36E-04	bad-chisq
group_9729	9.73E-01	3.44E-01	9.81E-01	-7.13E-05	3.05E-03	9.90E-04	
glmU	9.73E-01	2.88E-03	9.21E-01	-6.06E-04	6.14E-03	4.17E-03	
group_9505	9.73E-01	3.44E-01	9.36E-01	-2.11E-04	2.65E-03	3.37E-03	
folD	9.75E-01	2.92E-01	9.60E-01	-1.83E-04	3.68E-03	2.10E-03	
rpsP	9.73E-01	2.77E-01	7.88E-01	-1.12E-02	4.18E-02	1.14E-02	bad-chisq
napF~~~napF_2~~~napF_1	9.73E-01	2.77E-01	9.75E-01	-1.11E-03	3.49E-02	1.34E-03	bad-chisq
rpsB_1~~~rpsB	9.73E-01	3.44E-01	7.57E-01	-1.12E-02	3.60E-02	1.31E-02	
feoB_4~~~feoB~~~feoB_2~~~feoB_1	9.71E-01	8.90E-01	9.94E-01	-4.94E-05	6.16E-03	3.39E-04	bad-chisq
ftsL~~~ftsL_2~~~ftsL_1	9.71E-01	6.69E-02	9.89E-01	-8.78E-05	6.14E-03	6.05E-04	
group_11758	9.71E-01	4.83E-03	9.70E-01	-1.20E-04	3.18E-03	1.59E-03	
iscU	9.71E-01	8.90E-01	9.93E-01	-3.08E-05	3.39E-03	3.85E-04	bad-chisq
upp	9.71E-01	6.69E-02	3.93E-01	3.39E-02	3.97E-02	3.62E-02	
walK~~~rcsC~~~walK_1~~~phoR~~~phoR_2	9.71E-01	1.37E-11	9.05E-01	-7.32E-04	6.16E-03	5.03E-03	
rsmF~~~rsmF_1	9.71E-01	1.37E-11	9.12E-01	-6.81E-04	6.17E-03	4.67E-03	
group_10546	9.71E-01	8.90E-01	9.96E-01	-2.91E-05	5.36E-03	2.30E-04	bad-chisq
znuB	9.71E-01	4.83E-03	9.09E-01	-7.03E-04	6.13E-03	4.85E-03	
recF_2~~~recF	9.71E-01	3.97E-01	9.20E-01	3.83E-04	3.79E-03	4.27E-03	
artM~~~artM_1~~~glnQ_1~~~glnQ_3~~~yxeO~~~glnQ_2	9.71E-01	3.97E-01	9.98E-01	-7.75E-06	3.91E-03	8.38E-05	
ade~~~ade_2~~~ade_3~~~ade_1~~~adeC	9.71E-01	3.97E-01	8.58E-01	-1.13E-02	6.27E-02	7.59E-03	
pepT_1~~~pepT_2~~~pepT	9.71E-01	6.69E-02	6.90E-01	-1.58E-02	3.98E-02	1.69E-02	
rnhA	9.71E-01	6.69E-02	9.16E-01	4.86E-03	4.62E-02	4.45E-03	
ispH~~~rps1~~~rpsA~~~pnp_2~~~ypfD~~~pnp_1	9.71E-01	3.97E-01	9.98E-01	9.56E-06	3.58E-03	1.13E-04	
hpt_1~~~hpt_2	9.71E-01	6.69E-02	8.26E-01	9.65E-03	4.38E-02	9.31E-03	
dnaJ_3~~~dnaJ_2~~~dnaJ_1	9.71E-01	1.42E-04	8.82E-01	6.35E-03	4.26E-02	6.31E-03	
rplI	9.71E-01	3.97E-01	9.94E-01	4.20E-05	5.34E-03	3.32E-04	
nrdD_2~~~nrdD~~~nrdD_1	9.71E-01	8.90E-01	9.98E-01	-7.27E-06	2.98E-03	1.03E-04	bad-chisq
infC	9.71E-01	6.69E-02	9.56E-01	1.56E-04	2.83E-03	2.33E-03	
dpaB~~~dpaB_2	9.70E-01	8.39E-01	9.80E-01	-8.92E-05	3.57E-03	1.06E-03	bad-chisq
senX3~~~resE_2~~~phoR~~~resE~~~sasA_6~~~sasA_3~~~sasA_4~~~sasA_2	9.70E-01	8.70E-02	2.26E-17	2.74E-01	3.13E-02	3.48E-01	
typA_2~~~typA~~~uvrC_2~~~typA_1	9.70E-01	2.46E-01	9.72E-01	-1.32E-04	3.79E-03	1.47E-03	bad-chisq
phoB~~~sphR~~~phoB_2~~~regX3~~~regX3_1	9.70E-01	8.70E-02	1.26E-16	2.63E-01	3.07E-02	3.40E-01	
tgt~~~tgt_2~~~tgt_1	9.70E-01	8.39E-01	9.62E-01	-1.69E-04	3.57E-03	2.00E-03	bad-chisq
iscS_2~~~iscS_1~~~iscS_3	9.70E-01	8.39E-01	9.46E-01	-2.28E-04	3.39E-03	2.85E-03	bad-chisq
group_10379	9.70E-01	9.05E-14	8.64E-01	-1.11E-02	6.46E-02	7.27E-03	
group_10071	9.70E-01	4.51E-01	1.97E-01	-5.20E-02	4.02E-02	5.46E-02	
ackA_1~~~ackA_2~~~ackA_3~~~ackA	9.70E-01	7.62E-03	9.72E-01	-2.17E-04	6.14E-03	1.49E-03	
mobA~~~pucB	9.70E-01	8.39E-01	2.31E-01	-5.50E-03	4.58E-03	5.07E-02	bad-chisq
tmcAL	9.70E-01	7.62E-03	4.17E-01	4.45E-02	5.47E-02	3.44E-02	
group_12682	9.68E-01	6.76E-13	9.26E-01	4.87E-03	5.27E-02	3.91E-03	
group_12307	9.68E-01	1.14E-02	9.17E-01	-3.93E-04	3.79E-03	4.39E-03	
group_11382	9.68E-01	7.92E-01	9.94E-01	2.98E-05	4.03E-03	3.13E-04	bad-chisq
group_10989	9.68E-01	1.14E-02	9.77E-01	-8.60E-05	3.05E-03	1.19E-03	
psuG	9.68E-01	1.14E-02	1.93E-01	-7.94E-03	6.09E-03	5.51E-02	
rlmB_2~~~rlmB_3~~~trmH	9.68E-01	5.05E-01	7.54E-01	1.56E-02	4.98E-02	1.33E-02	
yheI~~~yheH~~~btuD_3~~~yheI_2~~~btuD_7~~~btuD_6~~~yheI_1~~~mdlB	9.68E-01	6.76E-13	9.15E-01	4.56E-03	4.27E-02	4.52E-03	
ung	9.68E-01	2.32E-01	9.66E-01	-1.36E-04	3.23E-03	1.78E-03	bad-chisq
rlhA	9.68E-01	5.05E-01	9.64E-01	-1.55E-04	3.40E-03	1.93E-03	
murR~~~hexR~~~murR_2	9.68E-01	1.14E-02	9.87E-01	-7.08E-05	4.36E-03	6.87E-04	
sigA_3~~~sigA_2~~~sigA~~~sigA_1~~~dnaG_3~~~dnaG_1~~~dnaG_4~~~dnaG~~~dnaG_2~~~rpoD	9.68E-01	5.05E-01	1.00E+00	-1.58E-06	5.33E-03	1.26E-05	
dnaC~~~dnaC_2~~~dnaC_1	9.68E-01	5.05E-01	9.94E-01	4.33E-05	5.33E-03	3.43E-04	
gdpP~~~gdpP_1~~~gdpP_2	9.68E-01	5.05E-01	9.96E-01	1.86E-05	4.04E-03	1.95E-04	
group_7867	9.68E-01	7.92E-01	7.82E-01	-1.11E-02	3.99E-02	1.17E-02	bad-chisq
rpmG	9.68E-01	7.92E-01	9.89E-01	-5.77E-05	4.36E-03	5.59E-04	bad-chisq
group_12574	9.66E-01	2.19E-01	9.63E-01	-2.04E-04	4.36E-03	1.98E-03	bad-chisq
gltT~~~gltP~~~gltP_2~~~gltP_1~~~dctA_2~~~dctA_1	9.66E-01	1.36E-01	9.69E-01	1.72E-04	4.37E-03	1.67E-03	
group_11648	9.66E-01	1.36E-01	9.91E-01	3.25E-05	2.97E-03	4.63E-04	
dnaK_2~~~dnaK_1~~~dnaK_3	9.66E-01	5.58E-01	9.62E-01	2.06E-04	4.37E-03	1.99E-03	
malP~~~glgP_2~~~malP_3~~~glgP~~~malP_1~~~malP_2	9.66E-01	1.36E-01	7.24E-01	-1.38E-02	3.91E-02	1.50E-02	
dprA	9.66E-01	7.48E-01	3.38E-01	4.17E-03	4.36E-03	4.05E-02	bad-chisq
group_10204	9.66E-01	3.05E-07	9.72E-01	-2.16E-04	6.14E-03	1.49E-03	
group_10201	9.66E-01	7.48E-01	9.96E-01	-3.19E-05	6.13E-03	2.20E-04	bad-chisq
mepA_5~~~mdtK~~~mepA_2~~~mdtK_1~~~mdtK_2	9.66E-01	9.45E-04	9.53E-01	-2.56E-04	4.37E-03	2.47E-03	
rsfS~~~rsfS_2	9.66E-01	1.36E-01	9.40E-01	3.39E-03	4.48E-02	3.20E-03	
group_7081	9.66E-01	2.19E-01	9.57E-01	-1.94E-04	3.58E-03	2.30E-03	bad-chisq
secE	9.66E-01	7.48E-01	9.86E-01	-6.39E-05	3.57E-03	7.58E-04	bad-chisq
mgtE~~~IMPDH	9.64E-01	1.64E-01	8.33E-01	-7.19E-03	3.42E-02	8.91E-03	
deoD_3~~~deoD_2~~~deoD_1~~~deoD	9.64E-01	6.12E-01	9.83E-01	-8.62E-05	4.05E-03	9.01E-04	
group_12413	9.64E-01	1.64E-01	9.93E-01	-3.50E-05	3.89E-03	3.80E-04	
group_12089	9.64E-01	1.64E-01	9.50E-01	-2.54E-04	4.05E-03	2.66E-03	
group_9902	9.64E-01	2.06E-11	9.96E-01	-2.57E-05	5.36E-03	2.03E-04	
xdhA~~~xdhA_2~~~xdhA_1	9.64E-01	1.64E-01	4.21E-01	-2.81E-03	3.49E-03	3.40E-02	
efp~~~efp_1	9.64E-01	2.07E-01	9.56E-01	-1.96E-04	3.57E-03	2.32E-03	bad-chisq
yhgF~~~yhgF_1~~~yhgF_2~~~yhgF_3	9.63E-01	1.94E-01	9.94E-01	-3.17E-05	4.36E-03	3.07E-04	
group_12648	9.63E-01	6.67E-01	9.77E-01	-9.62E-05	3.38E-03	1.20E-03	bad-chisq
rbfA	9.63E-01	1.96E-01	9.93E-01	-3.00E-05	3.56E-03	3.56E-04	bad-chisq
acsD	9.63E-01	1.94E-01	9.98E-01	-9.82E-06	3.89E-03	1.07E-04	
group_11632	9.63E-01	1.94E-01	5.08E-01	1.97E-02	2.97E-02	2.80E-02	
srrA_2~~~srrA_1~~~regX3_1~~~regX3_2~~~phoP_2~~~phoP_1	9.63E-01	6.64E-01	1.61E-01	-8.60E-03	6.13E-03	5.92E-02	
yajC	9.63E-01	6.67E-01	9.59E-01	-1.84E-04	3.56E-03	2.19E-03	bad-chisq
rluD_1~~~rluD_2~~~rluD_3~~~rluD~~~rluC_2~~~rluA~~~rluC_1	9.63E-01	6.67E-01	9.64E-01	1.42E-04	3.18E-03	1.89E-03	bad-chisq
dtd3~~~ycfH	9.63E-01	6.67E-01	9.95E-01	-4.05E-05	6.12E-03	2.79E-04	bad-chisq
ftsH~~~ftsH_1~~~ftsH_2	9.63E-01	6.64E-01	9.58E-01	-1.78E-03	3.36E-02	2.24E-03	
aspS~~~aspS1~~~aspS_2~~~aspS_1	9.63E-01	1.94E-01	9.43E-01	-4.38E-04	6.12E-03	3.03E-03	
leuS_1~~~leuS~~~leuS_2	9.63E-01	6.64E-01	3.20E-01	-4.15E-02	4.17E-02	4.20E-02	
yfbR_2~~~yfbR~~~yfbR_1	9.61E-01	2.26E-01	9.85E-01	-6.15E-05	3.23E-03	8.05E-04	
group_12536	9.61E-01	3.99E-02	9.98E-01	-1.38E-05	5.36E-03	1.09E-04	
deoB	9.61E-01	7.15E-01	9.81E-01	-9.41E-05	4.04E-03	9.84E-04	
ywlF~~~rpiB	9.63E-01	1.94E-01	9.69E-01	-1.31E-04	3.39E-03	1.63E-03	
glgP~~~malP_2~~~malP_1~~~malP	9.61E-01	1.85E-01	9.87E-01	-1.02E-04	6.12E-03	7.03E-04	bad-chisq
mepA_4~~~mepA_6~~~mepA_1~~~mdtK~~~dinG	9.61E-01	3.35E-10	7.88E-01	-1.65E-03	6.13E-03	1.14E-02	
birA~~~birA_2~~~birA_1	9.61E-01	7.15E-01	9.80E-01	-1.57E-04	6.14E-03	1.08E-03	
cutM~~~ndhF	9.61E-01	6.31E-01	2.04E-01	-5.82E-03	4.57E-03	5.37E-02	bad-chisq
cutS~~~cdhC	9.61E-01	6.31E-01	2.04E-01	-5.82E-03	4.57E-03	5.37E-02	bad-chisq
nusG~~~nusG_2	9.61E-01	7.15E-01	9.86E-01	-6.31E-05	3.57E-03	7.48E-04	
fchA_1~~~fchA_2~~~fchA	9.63E-01	3.05E-02	9.94E-01	2.73E-05	3.67E-03	3.14E-04	
rplT	9.61E-01	3.99E-02	9.70E-01	9.37E-05	2.46E-03	1.61E-03	
pstS~~~pstS1~~~pstS2	9.59E-01	2.60E-01	9.96E-01	2.10E-04	3.96E-02	2.25E-04	
group_12345	9.61E-01	6.31E-01	8.89E-01	-6.11E-04	4.36E-03	5.92E-03	bad-chisq
metQ	9.59E-01	1.42E-07	8.78E-01	-1.06E-02	6.88E-02	6.50E-03	
exoA~~~exoA_2	9.59E-01	3.09E-04	8.69E-01	7.19E-04	4.36E-03	6.97E-03	
thrS~~~thrZ~~~thrZ_1	9.59E-01	5.96E-01	7.81E-01	-1.71E-03	6.13E-03	1.18E-02	bad-chisq
acpP~~~acpP_1	9.59E-01	7.66E-01	9.96E-01	-2.00E-05	4.04E-03	2.09E-04	
prfC~~~prfC_2	9.59E-01	7.66E-01	9.01E-01	-6.64E-04	5.31E-03	5.28E-03	
hpr~~~hpr_1	9.57E-01	6.35E-02	9.28E-01	2.50E-04	2.76E-03	3.84E-03	
group_11350	9.57E-01	2.96E-01	8.85E-01	-4.90E-04	3.40E-03	6.10E-03	
xerD_1~~~xerD_2~~~xerD	9.57E-01	6.35E-02	9.78E-01	-8.41E-05	3.09E-03	1.15E-03	
group_10420	9.59E-01	7.66E-01	3.83E-01	-3.17E-02	3.63E-02	3.69E-02	
sigA_2~~~rpoD~~~sigA_1	9.57E-01	8.15E-01	9.99E-01	-6.42E-06	4.04E-03	6.72E-05	
pyrK_2	9.57E-01	2.96E-01	2.69E-01	4.44E-03	4.02E-03	4.67E-02	
group_4085	9.57E-01	8.15E-01	9.62E-01	2.55E-04	5.32E-03	2.03E-03	
trpB~~~thrC_1~~~thrC_2~~~thrC_3~~~thrC	9.55E-01	8.63E-01	9.77E-01	-1.74E-04	6.11E-03	1.20E-03	
cdd	9.55E-01	8.63E-01	9.78E-01	-1.12E-04	4.04E-03	1.18E-03	
ribU~~~fmnP	9.55E-01	7.79E-02	8.52E-01	8.17E-04	4.37E-03	7.91E-03	
cymR_1~~~cymR~~~iscR~~~cymR_2~~~iscR_2	9.55E-01	7.79E-02	9.78E-01	-1.06E-04	3.78E-03	1.18E-03	
group_10169	9.55E-01	3.34E-05	9.95E-01	-3.93E-05	6.12E-03	2.71E-04	
group_9252	9.55E-01	9.53E-09	9.51E-01	-1.89E-04	3.10E-03	2.58E-03	
thrC_1~~~thrC_2~~~thrC~~~thrC_3~~~thrC_4	9.55E-01	1.56E-01	9.88E-01	-2.34E-03	1.58E-01	6.27E-04	bad-chisq
group_7529	9.57E-01	2.96E-01	9.97E-01	-1.26E-05	3.41E-03	1.56E-04	
rplS	9.55E-01	1.56E-01	9.72E-01	-1.19E-04	3.39E-03	1.48E-03	bad-chisq
dctA~~~sstT~~~dctA_2	9.54E-01	9.39E-02	9.92E-01	-2.85E-05	2.77E-03	4.35E-04	
rpmH	9.54E-01	9.39E-02	9.81E-01	-9.64E-05	4.04E-03	1.01E-03	
group_11612	9.54E-01	3.71E-01	9.87E-01	3.87E-05	2.43E-03	6.73E-04	
mntP	9.54E-01	2.41E-15	9.79E-01	-1.32E-03	5.02E-02	1.11E-03	
rpe~~~rpe_1	9.54E-01	9.09E-01	7.85E-01	-1.66E-03	6.09E-03	1.15E-02	
group_11108	9.54E-01	5.05E-01	9.51E-01	-2.48E-04	4.05E-03	2.59E-03	bad-chisq
pgiB~~~pgiB_2~~~pgi~~~pgi_2~~~pgiB_1~~~pgi_1	9.54E-01	3.71E-01	9.95E-01	-2.16E-05	3.23E-03	2.83E-04	
group_10453	9.54E-01	3.71E-01	8.74E-01	-9.70E-04	6.09E-03	6.73E-03	
livF_3~~~livF_2~~~livF_1~~~livF~~~livF_4	9.54E-01	2.05E-10	9.60E-01	-1.55E-04	3.10E-03	2.12E-03	
group_9139	9.54E-01	2.05E-10	9.86E-01	-6.08E-05	3.57E-03	7.20E-04	
cysE_2~~~cysE	9.54E-01	1.48E-01	1.00E+00	-3.71E-06	6.20E-03	2.53E-05	bad-chisq
group_8914	9.54E-01	2.45E-08	9.80E-01	-7.81E-05	3.10E-03	1.07E-03	
epd~~~gap~~~gapA1	9.54E-01	1.48E-01	9.83E-01	-8.49E-05	4.03E-03	8.91E-04	bad-chisq
group_3507	9.54E-01	9.39E-02	9.19E-01	-3.62E-04	3.58E-03	4.29E-03	
group_12569	9.52E-01	1.12E-01	9.92E-01	4.14E-05	4.03E-03	4.34E-04	
dauR~~~dauR_2~~~dauR_1	9.52E-01	4.10E-01	9.81E-01	-1.23E-04	5.28E-03	9.81E-04	
group_12439	9.52E-01	4.78E-01	9.24E-01	-5.81E-04	6.12E-03	4.01E-03	bad-chisq
btuD_4~~~btuD_1~~~btuD_3~~~btuD_2~~~ytrB_2~~~btuD_5~~~btuD_6~~~btuD_7~~~rbbA	9.52E-01	1.79E-03	9.98E-01	-6.00E-06	2.97E-03	8.54E-05	
group_12026	9.52E-01	1.79E-03	9.98E-01	-5.12E-06	2.68E-03	8.08E-05	
group_11034	9.52E-01	1.12E-01	8.65E-01	4.89E-04	2.86E-03	7.22E-03	
yitJ_1~~~yitJ_2	9.52E-01	9.54E-01	9.38E-01	-4.13E-04	5.35E-03	3.27E-03	
livH_2~~~livH_3~~~livH~~~livH_1~~~livH_4	9.52E-01	6.02E-10	9.51E-01	-2.20E-04	3.57E-03	2.61E-03	
fumC~~~fumC_1	9.52E-01	1.40E-01	9.96E-01	-2.33E-04	4.86E-02	2.03E-04	bad-chisq
group_7729	9.52E-01	1.84E-02	9.39E-01	-2.38E-04	3.09E-03	3.26E-03	
spoIIID	9.52E-01	1.00E-04	9.68E-01	2.42E-04	6.11E-03	1.67E-03	
gluQ~~~gltX_2~~~gltX1	9.52E-01	4.10E-01	3.43E-01	3.81E-03	4.02E-03	4.01E-02	
group_12539	9.50E-01	1.31E-01	9.92E-01	4.14E-05	4.03E-03	4.34E-04	
group_11698	9.50E-01	2.36E-02	9.44E-01	1.95E-04	2.77E-03	2.97E-03	
group_11278	9.50E-01	1.64E-09	9.95E-01	2.01E-05	3.09E-03	2.76E-04	
pdp~~~pdp_1~~~pdp_2~~~deoA	9.50E-01	4.53E-01	1.00E+00	5.43E-05	1.58E-01	1.46E-05	bad-chisq
lptB_2~~~lptB_1~~~lptB_3	9.50E-01	1.64E-09	9.60E-01	-1.55E-04	3.09E-03	2.12E-03	
serC_2~~~serC_1~~~serC	9.48E-01	2.57E-04	9.88E-01	4.68E-05	3.23E-03	6.12E-04	
group_11562	9.48E-01	4.29E-01	9.39E-01	-5.85E-03	7.61E-02	3.25E-03	bad-chisq
yheI_2	9.48E-01	4.29E-01	9.96E-01	-2.09E-05	4.61E-03	1.92E-04	bad-chisq
group_11023	9.48E-01	1.52E-01	9.95E-01	-2.05E-05	3.23E-03	2.69E-04	
htpG~~~htpG_1~~~htpG_2	9.48E-01	4.90E-01	9.96E-01	-1.30E-05	2.87E-03	1.92E-04	
btuD_2~~~msmX_1~~~btuD_5~~~msmX~~~btuD_1~~~msmX_2	9.47E-01	5.30E-01	9.93E-01	-2.51E-05	2.74E-03	3.88E-04	
group_11735	9.47E-01	3.69E-02	9.53E-01	1.45E-04	2.46E-03	2.49E-03	
purB~~~argH_1~~~purB_2~~~argH_2	9.47E-01	9.19E-01	9.89E-01	-4.74E-05	3.38E-03	5.94E-04	
group_10796	9.47E-01	1.75E-01	9.45E-01	-2.78E-04	4.04E-03	2.91E-03	
adh_1~~~adh~~~adh_3~~~adh_2	9.47E-01	9.88E-09	9.97E-01	1.43E-05	3.56E-03	1.70E-04	
sigW~~~sigW_3	9.47E-01	9.88E-09	8.78E-01	-8.21E-04	5.34E-03	6.50E-03	
sfrB_1~~~gltD~~~sfrB_2~~~sfrB	9.47E-01	4.87E-03	3.62E-01	3.07E-03	3.37E-03	3.85E-02	
glnS~~~glnS_2~~~glnS_1	9.45E-01	1.12E-01	9.65E-01	-1.77E-04	4.04E-03	1.85E-03	bad-chisq
group_10027	9.45E-01	1.99E-01	9.57E-01	1.72E-04	3.23E-03	2.26E-03	
group_7432	9.45E-01	6.50E-03	9.88E-01	4.77E-05	3.30E-03	6.12E-04	
norM~~~yeeO_2~~~yeeO~~~yeeO_3~~~mdtK_2~~~yeeO_4~~~yeeO_1~~~mdtK_4~~~mdtK_3	9.45E-01	8.80E-01	2.14E-01	-7.56E-03	6.08E-03	5.25E-02	
asnA~~~asnA_2~~~asnA_1	9.43E-01	3.65E-01	8.98E-01	-9.61E-03	7.48E-02	5.43E-03	bad-chisq
proS~~~proS_1~~~proS_2	9.43E-01	8.53E-03	8.76E-01	-6.29E-04	4.02E-03	6.62E-03	
hrp1~~~IMPDH	9.43E-01	2.24E-01	4.57E-01	2.29E-03	3.08E-03	3.14E-02	
group_8770	9.43E-01	3.65E-01	9.63E-01	-1.55E-04	3.38E-03	1.94E-03	bad-chisq
icd~~~icd_2~~~icd_1	9.41E-01	2.51E-01	9.19E-01	6.28E-04	6.18E-03	4.29E-03	
group_12062	9.41E-01	1.10E-02	9.97E-01	-9.82E-06	2.97E-03	1.40E-04	
lacZ~~~lacZ_3~~~lacZ_1~~~lacZ_2	9.41E-01	6.52E-01	9.96E-01	2.06E-05	4.60E-03	1.90E-04	
xylB_1~~~xylB_4~~~xylB_3~~~xylB_2~~~xylB~~~lyx~~~xylB_5	9.41E-01	3.57E-06	9.96E-01	1.83E-05	3.57E-03	2.17E-04	
pnp~~~pnp_2~~~pnp_1	9.41E-01	2.51E-01	9.39E-01	-2.71E-04	3.56E-03	3.22E-03	
group_12700	9.39E-01	9.55E-02	9.15E-27	-4.14E-01	3.66E-02	4.31E-01	bad-chisq
group_12537	9.39E-01	3.70E-09	9.94E-01	3.90E-05	5.32E-03	3.10E-04	
group_7579	9.39E-01	1.39E-02	7.33E-01	2.08E-03	6.08E-03	1.44E-02	
ctpA	9.39E-01	6.92E-01	4.82E-01	2.32E-03	3.30E-03	2.98E-02	
smpB	9.39E-01	2.79E-01	7.96E-01	-1.58E-03	6.10E-03	1.10E-02	
yfcA	9.38E-01	7.32E-01	8.86E-01	-7.03E-03	4.92E-02	6.04E-03	
group_12542	9.38E-01	7.37E-01	5.35E-01	1.81E-03	2.91E-03	2.63E-02	
rplJ	9.38E-01	7.37E-01	9.83E-01	-6.21E-05	2.97E-03	8.84E-04	
group_12502	9.38E-01	1.74E-02	9.49E-01	-1.75E-04	2.72E-03	2.72E-03	
deoC~~~deoC_2	9.38E-01	7.32E-01	9.76E-01	-7.75E-05	2.60E-03	1.26E-03	
rpsO	9.38E-01	7.32E-01	9.48E-01	-1.84E-04	2.82E-03	2.75E-03	
pta~~~pta_3	9.38E-01	3.07E-01	1.57E-01	-8.59E-03	6.07E-03	5.98E-02	
rlmB~~~rlmB_2~~~rlmB_1	9.38E-01	3.07E-01	8.47E-01	-1.18E-03	6.10E-03	8.17E-03	
group_10762	9.38E-01	7.32E-01	9.76E-01	-1.15E-04	3.77E-03	1.29E-03	
group_10230	9.38E-01	8.93E-02	4.29E-01	5.11E-02	6.46E-02	3.34E-02	
kdpE_1~~~kdpE_3~~~kdpE_2~~~sasA_7~~~kdpD_1~~~kdpE~~~sasA_1~~~sasA_5~~~kdpD_2~~~sasA_4~~~sasA_3~~~rcsC~~~sasA_8~~~sasA_2	9.36E-01	1.03E-01	9.88E-01	-6.29E-05	4.03E-03	6.59E-04	
rpmE~~~rpmE_2	9.36E-01	8.57E-02	9.33E-01	-3.37E-04	4.02E-03	3.55E-03	bad-chisq
rplU	9.36E-01	1.03E-01	2.85E-01	4.88E-03	4.56E-03	4.53E-02	
group_11678	9.36E-01	2.69E-10	6.50E-01	2.78E-03	6.12E-03	1.92E-02	
rsmE	9.36E-01	3.37E-01	9.67E-01	1.09E-04	2.65E-03	1.74E-03	
tcyB~~~artQ_2~~~occM~~~glnP	9.36E-01	2.94E-01	9.97E-01	-1.79E-05	4.38E-03	1.73E-04	bad-chisq
rpmF	9.34E-01	3.68E-01	9.16E-01	-4.56E-04	4.32E-03	4.46E-03	
tdk	9.34E-01	8.11E-01	9.78E-01	-7.77E-05	2.87E-03	1.15E-03	
hpf	9.34E-01	6.73E-01	9.36E-01	-2.87E-04	3.55E-03	3.42E-03	
nth	9.34E-01	2.63E-02	9.80E-01	5.90E-05	2.34E-03	1.07E-03	
rplK	9.34E-01	8.11E-01	9.85E-01	4.41E-05	2.37E-03	7.85E-04	
rpsU	9.32E-01	6.43E-01	8.98E-01	-5.16E-04	4.03E-03	5.42E-03	
metG~~~metG_1~~~metG_2	9.32E-01	6.43E-01	1.00E+00	-1.28E-06	2.86E-03	1.89E-05	
group_12543	9.32E-01	6.43E-01	9.92E-01	-3.21E-05	3.09E-03	4.40E-04	
spo0A_3~~~spo0A_2~~~spo0A~~~spo0A_1~~~spo0A_4~~~cheB_1~~~cheB_2	9.32E-01	5.09E-03	8.64E-01	6.88E-04	4.03E-03	7.22E-03	
group_12377	9.32E-01	3.17E-02	9.60E-01	-1.37E-04	2.72E-03	2.13E-03	
noc~~~noc_1~~~noc_2~~~noc_3	9.32E-01	6.43E-01	9.79E-01	-6.49E-05	2.52E-03	1.09E-03	
trkA~~~trkA_1~~~trkA_2	9.32E-01	2.64E-01	9.77E-01	-6.50E-05	2.29E-03	1.20E-03	bad-chisq
rpoB_2~~~rpoB~~~rpoB_1	9.32E-01	3.99E-01	9.79E-01	-7.80E-05	2.97E-03	1.11E-03	
group_7899	9.32E-01	6.43E-01	9.80E-01	8.46E-05	3.38E-03	1.06E-03	
galT_1~~~galT_3~~~galT_2~~~galT	9.30E-01	7.60E-04	1.65E-01	-8.53E-03	6.13E-03	5.87E-02	
pepA_2	9.30E-01	6.02E-05	8.28E-01	-1.32E-03	6.08E-03	9.22E-03	
pbuG~~~adeQ~~~adeP~~~pbuO	9.30E-01	7.60E-04	9.04E-01	-4.39E-03	3.62E-02	5.13E-03	
bdhA~~~bdhA_1~~~adh2	9.30E-01	8.88E-01	9.77E-01	-1.05E-04	3.70E-03	1.20E-03	
ltaE	9.30E-01	8.88E-01	9.79E-01	-8.51E-05	3.23E-03	1.12E-03	
ctpC~~~actP~~~ctpC_1~~~ctpC_2	9.30E-01	6.02E-05	7.24E-26	-4.48E-01	4.05E-02	4.24E-01	
trkH~~~trkG	9.30E-01	2.51E-01	9.77E-01	-6.46E-05	2.29E-03	1.19E-03	bad-chisq
gltA_2~~~gltA	9.29E-01	1.71E-01	9.64E-01	-1.96E-04	4.37E-03	1.89E-03	
hom	9.29E-01	5.87E-01	9.69E-01	-1.25E-04	3.18E-03	1.66E-03	
glmS~~~glmS_1~~~glmS_2	9.29E-01	5.87E-01	1.36E-02	-1.12E-01	4.51E-02	1.04E-01	
ydbD~~~ydbD_2	9.29E-01	1.71E-01	7.61E-01	8.17E-04	2.68E-03	1.29E-02	
proA~~~proA_1	9.29E-01	1.71E-01	4.64E-01	4.86E-02	6.63E-02	3.10E-02	
group_6860	9.30E-01	4.32E-01	8.88E-01	-4.04E-04	2.87E-03	5.95E-03	
group_7661	9.27E-01	1.02E-02	1.66E-01	6.42E-02	4.63E-02	5.86E-02	
feoB_2~~~feoB_1~~~feoB~~~feoB_3~~~der_3	9.25E-01	2.14E-01	9.85E-01	-6.77E-05	3.57E-03	8.03E-04	bad-chisq
xerC_1~~~xerD_2~~~xerD_1~~~xerC_3~~~xerC_8~~~xerC~~~xerC_5~~~xerC_2	9.25E-01	1.81E-03	9.46E-01	-1.70E-04	2.52E-03	2.85E-03	
group_10461	9.25E-01	1.97E-08	1.04E-21	-3.92E-01	3.93E-02	3.89E-01	
rpmA	9.25E-01	1.81E-03	1.68E-09	1.48E-01	2.42E-02	2.51E-01	
ppiB	9.25E-01	2.11E-01	7.62E-01	-1.84E-03	6.06E-03	1.28E-02	
