variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_18418	1.96E-02	3.53E-01	9.91E-01	4.23E-05	3.80E-03	4.70E-04	bad-chisq
group_18415	1.96E-02	3.53E-01	9.91E-01	4.23E-05	3.80E-03	4.70E-04	bad-chisq
iolG_4	1.96E-02	7.99E-01	8.86E-01	-8.84E-04	6.17E-03	6.06E-03	bad-chisq
group_15578	1.96E-02	3.53E-01	9.57E-01	3.34E-04	6.15E-03	2.29E-03	bad-chisq
group_15529	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_15480	1.96E-02	3.53E-01	7.84E-01	1.95E-02	7.09E-02	1.16E-02	bad-chisq
group_15383	1.96E-02	3.53E-01	9.94E-01	4.23E-04	5.85E-02	3.06E-04	bad-chisq
group_15141	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_15140	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_15108	1.96E-02	3.53E-01	8.59E-01	8.92E-03	5.01E-02	7.52E-03	bad-chisq
group_15101	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_15079	1.96E-02	3.53E-01	9.34E-01	5.12E-04	6.16E-03	3.52E-03	bad-chisq
group_15051	1.96E-02	3.53E-01	9.64E-01	2.88E-03	6.41E-02	1.90E-03	bad-chisq
group_14885	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_14781	1.96E-02	3.53E-01	9.84E-01	9.69E-04	4.77E-02	8.59E-04	bad-chisq
group_14671	1.96E-02	3.53E-01	6.85E-02	1.19E-01	6.50E-02	7.70E-02	bad-chisq
group_14388	1.96E-02	3.53E-01	9.99E-01	3.61E-06	3.92E-03	3.89E-05	bad-chisq
group_14370	1.96E-02	3.53E-01	9.34E-01	5.12E-04	6.16E-03	3.52E-03	bad-chisq
group_14297	1.96E-02	3.53E-01	9.87E-01	6.85E-05	4.05E-03	7.15E-04	bad-chisq
group_14219	1.96E-02	3.53E-01	7.56E-01	1.91E-02	6.13E-02	1.32E-02	bad-chisq
group_14198	1.96E-02	3.53E-01	7.56E-01	1.91E-02	6.13E-02	1.32E-02	bad-chisq
clpC_2	1.96E-02	3.53E-01	9.94E-01	3.22E-05	4.06E-03	3.36E-04	bad-chisq
group_14088	1.96E-02	3.53E-01	8.59E-01	8.92E-03	5.01E-02	7.52E-03	bad-chisq
group_14057	1.96E-02	3.53E-01	1.00E+00	1.60E-06	3.92E-03	1.73E-05	bad-chisq
group_14054	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_14036	1.96E-02	3.53E-01	7.56E-01	1.91E-02	6.13E-02	1.32E-02	bad-chisq
group_14035	1.96E-02	3.53E-01	6.89E-01	1.65E-02	4.14E-02	1.69E-02	bad-chisq
group_13986	1.96E-02	3.53E-01	6.89E-01	1.65E-02	4.14E-02	1.69E-02	bad-chisq
group_13938	1.96E-02	3.53E-01	3.71E-01	4.18E-02	4.66E-02	3.79E-02	bad-chisq
group_13849	1.96E-02	3.53E-01	8.47E-01	1.27E-02	6.61E-02	8.14E-03	bad-chisq
group_13754	1.96E-02	3.53E-01	9.96E-01	1.51E-05	3.10E-03	2.06E-04	bad-chisq
group_13705	1.96E-02	3.53E-01	1.00E+00	3.10E-06	6.16E-03	2.13E-05	bad-chisq
group_13625	1.96E-02	3.53E-01	7.56E-01	1.91E-02	6.13E-02	1.32E-02	bad-chisq
group_13476	1.96E-02	3.53E-01	7.56E-01	1.91E-02	6.13E-02	1.32E-02	bad-chisq
group_13424	1.96E-02	3.53E-01	9.98E-01	2.33E-04	9.53E-02	1.03E-04	bad-chisq
group_13366	1.96E-02	3.53E-01	1.00E+00	3.17E-06	1.58E-01	8.51E-07	bad-chisq
group_13224	1.96E-02	3.53E-01	9.34E-01	5.12E-04	6.16E-03	3.52E-03	bad-chisq
group_13075	1.96E-02	3.53E-01	9.98E-01	1.09E-05	5.37E-03	8.59E-05	bad-chisq
group_13046	1.96E-02	3.53E-01	7.56E-01	1.91E-02	6.13E-02	1.32E-02	bad-chisq
group_13025	1.96E-02	3.53E-01	9.98E-01	1.09E-05	5.37E-03	8.59E-05	bad-chisq
group_12720	1.96E-02	3.53E-01	7.08E-01	2.85E-02	7.62E-02	1.58E-02	bad-chisq
group_12704	1.96E-02	3.53E-01	9.95E-01	2.30E-05	3.57E-03	2.73E-04	bad-chisq
group_12473	1.96E-02	3.53E-01	9.98E-01	1.09E-05	5.37E-03	8.59E-05	bad-chisq
group_12280	1.96E-02	3.53E-01	9.70E-01	2.30E-04	6.17E-03	1.57E-03	bad-chisq
ndhI	1.96E-02	3.53E-01	9.87E-01	1.00E-04	6.16E-03	6.87E-04	bad-chisq
